ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue,Response,Children,Customer_Age,Loyalty_Score,Eco_Friendly_Score,Recency_Score,Spending_Ratio,Income_Category
4252,1965,Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,3,11,0,1,60,11,14.77,73,0.01,Low
8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,3,11,0,2,69,19,14.27,0,0.01,Low
6218,1965,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,3,11,0,1,60,16,9.07,74,0.01,Low
6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,3,11,0,0,31,20,127.84,55,0.01,Medium
5922,1974,Doctorate,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,3,11,0,1,51,10,0.22,48,0.01,Low
3598,1972,Graduation,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,3,11,0,1,53,18,84.14,53,0.01,Medium
6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,3,11,0,1,57,5,31.0,13,0.0,Low
6263,1968,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,3,11,0,3,57,6,24.1,34,0.0,Low
10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,3,11,0,0,77,16,212.13,54,0.01,Medium
2410,1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,3,11,0,0,56,15,147.34,69,0.01,Medium
193,1996,Primary,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,3,11,0,0,29,3,1.67,81,0.0,Very Low
3363,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,3,11,0,0,51,4,15.51,99,0.0,Very Low
8278,1990,Doctorate,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,3,11,0,0,35,15,236.46,3,0.02,Medium
10660,1957,Graduate,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,3,11,0,2,68,14,15.3,61,0.01,Medium
8686,1979,Primary,Together,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,3,11,0,1,46,5,52.56,65,0.0,Very Low
1604,1960,Graduate,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,3,11,0,1,65,10,8.97,93,0.0,Low
5907,1952,Graduate,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,3,11,0,2,73,3,0.3,24,0.0,Low
10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,3,11,0,1,44,15,63.77,8,0.01,Low
2918,1981,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,3,11,0,2,44,6,12.04,72,0.0,Very Low
5735,1991,Graduate,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,3,11,0,0,34,17,340.69,29,0.03,High
359,1950,Graduation,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,3,11,0,1,75,16,35.27,33,0.01,Low
8387,1957,Graduation,Married,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,3,11,0,1,68,10,20.01,68,0.01,Low
1829,1961,Doctorate,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,3,11,1,1,64,18,2.22,55,0.02,Low
3839,1958,Primary,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,3,11,0,2,67,7,30.31,76,0.01,Very Low
9392,1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,3,11,0,1,54,3,2.41,17,0.0,Very Low
2292,1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,3,11,0,1,40,4,8.7,94,0.0,Very Low
10466,1965,Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,3,11,0,2,60,5,5.81,86,0.0,Low
9855,1952,Doctorate,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,3,11,0,1,73,25,3.74,25,0.02,Medium
4088,1962,Doctorate,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,3,11,0,1,63,8,5.97,22,0.0,Low
5231,1974,2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,3,11,0,2,51,4,4.93,15,0.0,Low
590,1970,Graduate,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,3,11,1,0,55,15,217.53,35,0.02,Medium
8732,1969,Graduate,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,3,11,1,1,56,21,14.66,81,0.02,Medium
2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,3,11,0,1,65,5,13.47,55,0.0,Low
3515,1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,3,11,0,1,73,8,31.26,94,0.0,Medium
2245,1969,Graduate,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,3,11,0,2,56,7,7.36,50,0.0,Low
6283,1968,Graduate,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,3,11,0,1,57,21,40.04,64,0.01,Medium
2246,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,3,11,0,1,60,7,35.65,91,0.0,Low
6606,1969,Graduate,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,3,11,0,1,56,17,76.07,11,0.02,Medium
5545,1972,Doctorate,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,3,11,0,0,53,13,44.06,72,0.01,Medium
7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,3,11,0,1,64,24,390.32,6,0.02,Low
837,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,3,11,0,2,48,8,21.04,0,0.0,Low
9500,1959,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,3,11,0,1,66,19,260.66,66,0.01,Low
3602,1958,Graduate,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,3,11,0,1,67,9,9.54,42,0.0,Low
234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,3,11,1,1,46,4,6.1,60,0.0,Very Low
2995,1957,Graduate,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,3,11,0,0,68,16,65.65,64,0.02,Medium
1118,1956,Graduate,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,3,11,0,1,69,19,32.75,87,0.01,Low
7789,1965,Doctorate,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,3,11,0,0,60,25,255.87,96,0.02,Medium
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,3,11,0,0,35,5,29.0,1,0.0,Very Low
8955,1957,Doctorate,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,3,11,0,2,68,4,0.15,54,0.0,Low
945,1965,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,3,11,0,1,60,7,8.19,53,0.0,Low
5644,1957,Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,3,11,0,1,68,13,8.69,96,0.01,Low
7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,3,11,0,1,70,16,194.44,58,0.01,Medium
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,3,11,0,1,53,29,106.3,12,0.01,Medium
697,1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,3,11,0,0,56,20,163.15,78,0.03,Medium
3439,1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,3,11,0,2,53,10,18.98,64,0.01,Low
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,3,11,1,2,50,7,25.27,26,0.0,Low
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,3,11,0,1,60,16,180.33,8,0.01,Medium
8876,1963,Doctorate,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,3,11,0,2,62,8,0.59,49,0.0,Low
4500,1991,Doctorate,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,3,11,0,0,34,23,48.5,56,0.02,Medium
9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,3,11,0,1,62,6,1.75,55,0.0,Low
10395,1986,Primary,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,3,11,0,1,39,7,92.91,25,0.01,Very Low
1176,1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,3,11,0,1,52,3,13.08,50,0.0,Very Low
1627,1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,3,11,0,0,68,21,176.3,84,0.01,Medium
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,3,11,0,2,44,5,2.99,30,0.0,Low
2740,1958,Doctorate,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,3,11,0,2,67,7,3.86,81,0.0,Low
257,1959,Doctorate,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,3,11,0,1,66,18,44.07,74,0.02,Medium
4058,1955,Doctorate,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,3,11,0,0,70,21,40.26,76,0.01,Medium
7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,3,11,1,1,39,5,15.51,36,0.0,Very Low
8210,1975,Graduate,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,3,11,0,1,50,13,9.76,64,0.01,Low
833,1955,Graduate,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,3,11,0,2,70,6,0.52,62,0.0,Low
6230,1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,3,11,0,2,54,9,13.92,53,0.0,Low
7325,1986,Doctorate,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,3,11,0,1,39,4,1.14,86,0.0,Low
1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,3,11,0,1,47,7,12.9,15,0.0,Low
1502,1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,3,11,0,1,42,5,8.3,67,0.0,Very Low
6211,1976,Doctorate,Together,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,3,11,0,1,49,4,0.67,47,0.0,Low
843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,3,11,0,1,54,21,71.37,47,0.01,Medium
4174,1956,Graduate,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,3,11,0,1,69,7,3.1,81,0.0,Low
9757,1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,3,11,0,0,53,23,75.13,98,0.02,Medium
6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,3,11,0,1,36,4,10.08,56,0.0,Very Low
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,3,11,0,2,73,8,24.63,48,0.0,Low
11086,1984,Primary,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,3,11,0,1,41,4,14.67,18,0.0,Very Low
1921,1967,Doctorate,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,3,11,0,3,58,5,3.04,74,0.0,Low
4138,1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,3,11,0,1,63,22,266.58,68,0.01,Medium
7718,1947,Graduate,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,3,11,0,0,78,9,132.2,36,0.01,Medium
1291,1978,Doctorate,Together,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,3,11,0,1,47,12,28.88,90,0.01,Very Low
6862,1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,3,11,0,0,54,0,2.64,65,0.0,Very Low
4136,1992,Primary,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,3,11,0,1,33,7,44.93,63,0.02,Very Low
803,1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,3,11,0,2,57,3,0.19,82,0.0,Low
4298,1973,Doctorate,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,3,11,0,1,52,3,0.15,63,0.0,Very Low
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,3,11,0,1,50,24,45.33,55,0.01,Medium
9606,1965,Doctorate,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,3,11,1,0,60,12,94.3,64,0.02,Medium
8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,3,11,0,2,73,24,83.99,51,0.01,Medium
5153,1967,Doctorate,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,3,11,1,1,58,32,170.48,97,0.02,Medium
961,1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,3,11,0,1,53,15,137.19,92,0.01,Medium
5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,3,11,0,1,62,21,60.22,51,0.01,Medium
6653,1970,Doctorate,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,3,11,1,2,55,14,7.69,72,0.01,Low
9094,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,3,11,1,1,70,14,35.74,39,0.01,Medium
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,3,11,0,1,50,17,229.12,49,0.01,Medium
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,3,11,0,2,49,3,0.07,21,0.0,Low
2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,3,11,0,0,56,22,267.84,91,0.03,Medium
5107,1973,Doctorate,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,3,11,0,2,52,4,1.76,37,0.0,Low
3979,1983,Doctorate,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,3,11,1,0,42,16,74.82,98,0.02,High
6049,1982,Graduate,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,3,11,0,0,43,26,158.37,85,0.02,Medium
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,3,11,0,2,65,5,0.41,40,0.0,Low
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,3,11,1,2,73,5,1.11,2,0.0,Low
3910,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,3,11,1,0,50,17,428.79,78,0.02,Medium
5207,1963,Doctorate,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,3,11,1,2,62,19,21.23,41,0.01,Low
11114,1970,Graduation,Together,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,3,11,0,1,55,6,12.2,94,0.0,Very Low
5429,1948,Doctorate,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,3,11,0,1,77,9,3.96,10,0.0,Low
9400,1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,3,11,0,0,67,18,89.43,73,0.02,Medium
1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,3,11,0,0,81,14,92.85,22,0.02,Low
7488,1963,Graduate,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,3,11,0,1,62,21,79.76,30,0.01,Medium
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,3,11,1,1,53,10,42.86,21,0.01,Low
635,1966,Graduate,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,3,11,0,2,59,17,13.77,51,0.01,Low
7527,1968,Graduate,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,3,11,0,1,57,6,20.47,97,0.0,Very Low
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,3,11,0,1,54,18,34.76,56,0.02,Medium
2296,1975,Graduate,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,3,11,0,1,50,3,5.47,4,0.0,Low
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,3,11,0,3,61,6,12.6,77,0.0,Low
2931,1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,3,11,0,0,47,22,77.93,95,0.02,Medium
907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,3,11,0,1,50,13,15.43,36,0.01,Low
3698,1983,Graduation,Together,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,3,11,1,0,42,18,442.78,13,0.03,Medium
9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,3,11,1,0,54,26,169.32,90,0.03,Low
679,1957,Doctorate,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,3,11,0,2,68,4,8.74,49,0.0,Low
7384,1951,Graduate,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,3,11,0,0,74,15,145.02,18,0.01,Low
5043,1951,Primary,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,3,11,0,0,74,11,91.82,89,0.02,Very Low
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,3,11,0,1,55,4,5.4,43,0.0,Low
339,1972,Doctorate,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,3,11,1,1,53,16,2.09,82,0.01,Low
2516,1969,2n Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,3,11,0,2,56,5,6.9,84,0.0,Low
9010,1972,Graduate,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,3,11,1,0,53,22,366.59,80,0.03,Medium
378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,3,11,0,0,54,19,263.79,68,0.02,Low
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,3,11,0,0,69,3,5.39,12,0.0,Very Low
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,3,11,0,1,54,4,2.99,75,0.0,Very Low
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,3,11,0,1,52,6,13.09,10,0.0,Low
7128,1977,Doctorate,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,3,11,0,2,48,3,0.52,91,0.0,Low
2811,1963,Doctorate,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,3,11,0,2,62,5,0.33,21,0.0,Low
3551,1954,Graduate,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,3,11,0,1,71,8,11.58,28,0.0,Medium
1663,1978,Doctorate,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,3,11,0,1,47,4,5.12,97,0.0,Low
5543,1966,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,3,11,0,1,59,20,32.62,49,0.01,Low
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,3,11,1,0,79,14,280.77,14,0.02,Medium
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,3,11,0,2,47,6,14.08,5,0.01,Very Low
5336,1971,Graduate,Together,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,3,11,0,1,54,2,2.73,37,0.0,Very High
6024,1953,Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,3,11,1,0,72,18,124.26,62,0.02,High
1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,3,11,0,0,40,5,14.5,83,0.0,Very Low
3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,3,11,0,2,55,11,14.67,48,0.01,Low
6055,1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,3,11,0,0,46,18,225.06,94,0.02,Medium
5841,1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,3,11,0,1,59,21,21.74,61,0.01,Medium
3972,1976,Graduation,Together,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,3,11,0,2,49,13,17.49,70,0.01,Low
4394,1965,Doctorate,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,3,11,0,0,60,22,84.49,43,0.02,Medium
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,3,11,1,0,43,27,2.56,23,0.02,Medium
6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,3,11,0,1,53,25,121.84,37,0.02,Low
4603,1960,Doctorate,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,3,11,0,1,65,19,90.33,50,0.01,Medium
8427,1956,Graduate,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,3,11,0,0,69,22,96.56,78,0.02,Medium
10260,1965,Graduate,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,3,11,0,1,60,12,16.61,74,0.01,Low
7143,1955,2n Cycle,Together,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,3,11,0,1,70,21,393.94,14,0.01,Medium
8789,1989,2n Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,3,11,0,1,36,11,104.64,77,0.0,Low
6197,1962,Doctorate,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,3,11,0,2,63,6,0.63,39,0.0,Very Low
4554,1965,Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,3,11,0,1,60,13,107.84,89,0.01,Low
4937,1973,2n Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,3,11,0,2,52,4,6.01,62,0.0,Low
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,3,11,0,2,53,6,9.98,59,0.0,Low
8749,1984,Graduation,Together,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,3,11,0,1,41,4,7.13,68,0.0,Low
1650,1960,Graduate,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,3,11,0,0,65,26,221.69,13,0.02,Medium
10377,1958,Graduate,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,3,11,0,1,67,12,24.39,37,0.01,Low
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,3,11,0,1,57,24,161.96,36,0.01,Medium
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,3,11,1,2,48,12,22.03,28,0.01,Low
6398,1974,Primary,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,3,11,0,1,51,6,23.68,2,0.0,Very Low
9212,1962,Graduate,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,3,11,0,1,63,22,17.17,17,0.02,Medium
7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,3,11,0,0,43,6,17.13,86,0.0,Very Low
839,1975,Doctorate,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,3,11,0,1,50,8,11.16,54,0.0,Low
4246,1982,Graduate,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,3,11,0,0,43,2,24.76,2,0.06,Very Low
158,1945,Doctorate,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,3,11,1,0,80,16,170.16,3,0.02,Medium
4832,1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,3,11,0,1,46,6,19.23,84,0.0,Very Low
