Year,Country,Avg_Temperature_degC,CO2_Emissions_tons_per_capita,Sea_Level_Rise_mm,Rainfall_mm,Population,Renewable_Energy_pct,Extreme_Weather_Events,Forest_Area_pct,Decade,Total_CO2_Emissions,Renewable_to_Emission_Ratio,Weather_Risk_Level,Forest_Change_Rate,Temperature_Change,Norm_Temp,Norm_Sea,Norm_Events,Climate_Impact_Score
2009,Germany,19.4,2.4,1.7,2592.0,814653356,22.4,5,67.3,2000,1955168054.3999999,9.33329444460648,Faible,41.599999999999994,-3.6000000000000014,0.48160535117056846,0.175,0.3571428571428571,0.33791606943780855
2010,Germany,24.9,11.2,1.4,1841.0,63908951,40.7,10,21.9,2010,715780251.1999999,3.6339253268523874,Modéré,-45.4,5.5,0.6655518394648828,0.09999999999999998,0.7142857142857142,0.4932791845835323
2011,Germany,24.1,17.3,2.1,2854.0,398407112,41.0,3,19.8,2010,6892443037.6,2.3699408266238,Faible,-2.099999999999998,-0.7999999999999972,0.6387959866220736,0.275,0.21428571428571427,0.3760272336359293
2012,Germany,23.4,10.9,2.5,790.0,1108141910,46.2,2,21.0,2010,12078746819.0,4.238528221533742,Faible,1.1999999999999993,-0.7000000000000028,0.6153846153846153,0.375,0.14285714285714285,0.37774725274725274
2012,Germany,19.0,9.3,3.1,1684.0,539924174,11.6,13,62.7,2010,5021294818.200001,1.2473104867629174,Modéré,41.7,-4.399999999999999,0.4682274247491639,0.525,0.9285714285714285,0.6405996177735308
2013,Germany,17.9,4.8,4.6,1198.0,226407206,19.4,13,17.7,2010,1086754588.8,4.04165824654532,Modéré,-45.0,-1.1000000000000014,0.43143812709030094,0.8999999999999999,0.9285714285714285,0.7533365185539097
2014,Germany,21.7,17.7,2.9,688.0,598463676,48.6,10,50.4,2010,10592807065.199999,2.745761160586915,Modéré,32.7,3.8000000000000007,0.5585284280936454,0.475,0.7142857142857142,0.5826047141264532
2015,Germany,22.6,12.3,3.8,2354.0,55182052,48.4,13,13.0,2010,678739239.6,3.934956150442154,Modéré,-37.4,0.9000000000000021,0.5886287625418061,0.7,0.9285714285714285,0.7390667303710782
2015,Germany,25.2,1.5,2.3,572.0,217257105,42.6,8,66.0,2010,325885657.5,28.39981066792888,Faible,53.0,2.599999999999998,0.6755852842809364,0.32499999999999996,0.5714285714285714,0.5240046185698359
2015,Germany,8.7,1.3,2.2,1715.0,907925675,39.3,11,49.2,2010,1180303377.5,30.230536688179317,Modéré,-16.799999999999997,-16.5,0.12374581939799328,0.30000000000000004,0.7857142857142857,0.4031533683707597
2016,Germany,29.9,6.9,4.0,2157.0,597867288,21.4,9,38.9,2010,4125284287.2000003,3.101444780514811,Faible,-10.300000000000004,21.2,0.8327759197324414,0.75,0.6428571428571428,0.7418776875298615
2016,Germany,18.3,4.8,4.1,2373.0,1180680940,32.0,4,56.1,2010,5667268512.0,6.666652777806713,Faible,17.200000000000003,-11.599999999999998,0.4448160535117057,0.7749999999999999,0.2857142857142857,0.5018434464086637
2017,Germany,29.7,19.4,3.7,2479.0,770503180,37.5,13,16.3,2010,14947761691.999998,1.9329886943357248,Modéré,-39.8,11.399999999999999,0.826086956521739,0.675,0.9285714285714285,0.8098861283643891
2017,Germany,9.0,17.0,2.8,1326.0,934953242,29.2,10,69.1,2010,15894205114.0,1.717646048443501,Modéré,52.8,-20.7,0.1337792642140468,0.44999999999999996,0.7142857142857142,0.432688326166587
2018,Germany,30.1,2.1,3.5,1246.0,791466287,12.2,9,58.8,2010,1662079202.7,5.809496145256451,Faible,-10.299999999999997,21.1,0.8394648829431438,0.625,0.6428571428571428,0.7024406752667622
2018,Germany,7.6,14.6,2.1,1418.0,1255100522,8.5,8,34.9,2010,18324467621.2,0.5821913820606972,Faible,-23.9,-22.5,0.08695652173913043,0.275,0.5714285714285714,0.31112836438923397
2018,Germany,22.3,18.3,3.2,1234.0,1016644563,46.8,0,24.9,2010,18604595502.9,2.557375651707294,Faible,-10.0,14.700000000000001,0.5785953177257525,0.55,0.0,0.37619843924191754
2018,Germany,27.0,5.3,1.5,2342.0,791709171,10.8,8,34.2,2010,4196058606.2999997,2.0377320042792375,Faible,9.300000000000004,4.699999999999999,0.7357859531772575,0.125,0.5714285714285714,0.4774048415352763
2019,Germany,8.3,4.5,4.3,2101.0,567106041,41.3,8,29.2,2010,2551977184.5,9.177757382761373,Faible,-5.0000000000000036,-18.7,0.11036789297658867,0.825,0.5714285714285714,0.5022654881350533
2021,Germany,23.9,13.1,3.9,1081.0,1298244488,49.5,7,51.9,2020,17007002792.8,3.7786230697533822,Faible,22.7,15.599999999999998,0.6321070234113711,0.725,0.5,0.619035674470457
2021,Germany,16.2,10.4,3.0,1731.0,652730854,37.1,5,47.3,2020,6788400881.6,3.5673042622074402,Faible,-4.600000000000001,-7.699999999999999,0.3745819397993311,0.5,0.3571428571428571,0.41057493231406267
2022,Germany,12.4,19.1,2.8,1961.0,272039781,9.2,1,25.1,2020,5195959817.1,0.48167514048421955,Faible,-22.199999999999996,-3.799999999999999,0.24749163879598662,0.44999999999999996,0.07142857142857142,0.2563067367415193
2022,Germany,22.9,14.9,3.3,654.0,1331115761,44.6,8,10.5,2020,19833624838.9,2.993286581686858,Faible,-14.600000000000001,10.499999999999998,0.5986622073578595,0.575,0.5714285714285714,0.5816969262621436
2022,Germany,27.0,19.6,2.5,1338.0,990503091,44.4,3,47.9,2020,19413860583.600002,2.265304966681139,Faible,37.4,4.100000000000001,0.7357859531772575,0.375,0.21428571428571427,0.44169055582099054
2022,Germany,21.5,6.4,1.3,1349.0,248771060,19.5,3,63.3,2020,1592134784.0,3.0468702392652514,Faible,15.399999999999999,-5.5,0.5518394648829431,0.07500000000000001,0.21428571428571427,0.28037505972288584
2022,Germany,13.7,1.8,1.8,2238.0,630704719,45.3,10,23.4,2020,1135268494.2,25.166526852628593,Modéré,-39.9,-7.800000000000001,0.2909698996655518,0.2,0.7142857142857142,0.40175187131708867
2023,Germany,32.4,12.0,1.5,1832.0,555356797,6.0,2,50.9,2020,6664281564.0,0.49999958333368055,Faible,27.5,18.7,0.9163879598662207,0.125,0.14285714285714285,0.3947483675744545
2023,Germany,13.2,16.5,1.5,1401.0,538799164,7.5,6,38.8,2020,8890186206.0,0.45454517906352787,Faible,-12.100000000000001,-19.2,0.27424749163879597,0.125,0.42857142857142855,0.2759396400700748
2023,Germany,18.3,4.2,3.0,2976.0,1017684486,40.2,1,52.5,2020,4274274841.2000003,9.571405782367187,Faible,13.700000000000003,5.100000000000001,0.4448160535117057,0.5,0.07142857142857142,0.3387482083134257
2000,India,20.9,15.9,2.6,1100.0,1237433800,26.4,8,61.3,2000,19675197420.0,1.660376314228733,Faible,,,0.531772575250836,0.4,0.5714285714285714,0.5010670488931358
2000,India,15.1,18.4,4.5,645.0,104256346,10.2,11,18.5,2000,1918316766.3999999,0.5543475248111278,Modéré,-42.8,-5.799999999999999,0.3377926421404682,0.875,0.7857142857142857,0.6661689759515846
2000,India,16.7,8.2,4.7,1687.0,349817800,5.8,3,50.7,2000,2868505959.9999995,0.7073162105899872,Faible,32.2,1.5999999999999996,0.3913043478260869,0.925,0.21428571428571427,0.5101966873706004
2000,India,32.3,6.5,1.2,1066.0,211473371,36.8,8,17.5,2000,1374576911.5,5.66152975149269,Faible,-33.2,15.599999999999998,0.9130434782608695,0.04999999999999999,0.5714285714285714,0.5114906832298136
2001,India,20.8,1.0,3.8,2112.0,42474142,23.5,1,29.3,2000,42474142.0,23.499765002349974,Faible,11.8,-11.499999999999996,0.5284280936454849,0.7,0.07142857142857142,0.4332855550246854
2001,India,9.3,14.8,3.1,997.0,874069049,14.0,9,21.8,2000,12936221925.2,0.9459453067937116,Faible,-7.5,-11.5,0.14381270903010035,0.525,0.6428571428571428,0.4372232839624144
2002,India,32.0,15.0,4.6,1313.0,1104495874,15.7,0,28.3,2000,16567438110.0,1.046665968889354,Faible,6.5,22.7,0.903010033444816,0.8999999999999999,0.0,0.6010033444816053
2002,India,30.5,13.5,1.8,2887.0,377355052,7.3,5,47.2,2000,5094293202.0,0.5407403401923406,Faible,18.900000000000002,-1.5,0.8528428093645485,0.2,0.3571428571428571,0.4699952221691352
2002,India,17.6,6.6,4.5,1851.0,40236300,27.9,11,27.9,2000,265559580.0,4.2272663223237545,Modéré,-19.300000000000004,-12.899999999999999,0.42140468227424754,0.875,0.7857142857142857,0.6940396559961778
2002,India,29.3,7.4,3.5,1342.0,866716200,48.6,13,59.5,2000,6413699880.0,6.567558692488253,Modéré,31.6,11.7,0.8127090301003345,0.625,0.9285714285714285,0.7887601528905877
2002,India,12.8,1.4,1.2,1420.0,457184922,7.2,6,68.1,2000,640058890.8,5.142820408425655,Faible,8.599999999999994,-16.5,0.2608695652173913,0.04999999999999999,0.42857142857142855,0.24648033126293992
2002,India,8.5,0.8,5.0,1857.0,986237569,29.5,0,53.8,2000,788990055.2,36.87453906826165,Faible,-14.299999999999997,-4.300000000000001,0.11705685618729095,1.0,0.0,0.37235228539576365
2003,India,18.9,19.0,4.4,1990.0,322675191,43.3,12,11.5,2000,6130828629.0,2.2789461689757005,Modéré,-42.3,10.399999999999999,0.4648829431438126,0.8500000000000001,0.8571428571428571,0.7240086000955567
2003,India,6.4,9.4,3.8,1573.0,9918562,28.9,7,36.8,2000,93234482.8,3.0744648143991333,Faible,25.299999999999997,-12.499999999999998,0.046822742474916385,0.7,0.5,0.4156075808249721
2003,India,7.7,19.6,3.0,600.0,142785204,36.2,4,53.3,2000,2798589998.4,1.846937833194983,Faible,16.5,1.2999999999999998,0.0903010033444816,0.5,0.2857142857142857,0.29200509635292243
2004,India,33.3,17.5,2.9,690.0,357936501,40.9,13,48.3,2000,6263888767.5,2.3371415216334164,Modéré,-5.0,25.599999999999998,0.9464882943143812,0.475,0.9285714285714285,0.7833532409619366
2004,India,19.4,16.8,4.4,2636.0,990213564,8.0,1,40.4,2000,16635587875.2,0.47619019274393287,Faible,-7.899999999999999,-13.899999999999999,0.48160535117056846,0.8500000000000001,0.07142857142857142,0.4676779741997133
2004,India,9.5,9.9,2.8,2410.0,668910266,42.6,5,33.8,2000,6622211633.400001,4.303025956539438,Faible,-6.600000000000001,-9.899999999999999,0.1505016722408027,0.44999999999999996,0.3571428571428571,0.31921484312788656
2004,India,22.6,9.9,1.0,624.0,200614447,39.0,14,18.1,2000,1986083025.3,3.9393899602121616,Modéré,-15.699999999999996,13.100000000000001,0.5886287625418061,0.0,1.0,0.5295429208472687
2005,India,7.7,6.1,4.0,1219.0,588745515,21.3,9,21.7,2000,3591347641.5,3.491797554430239,Faible,3.599999999999998,-14.900000000000002,0.0903010033444816,0.75,0.6428571428571428,0.49438604873387476
2005,India,32.5,2.5,1.3,1126.0,471324215,39.0,0,53.6,2000,1178310537.5,15.599937600249598,Faible,31.900000000000002,24.8,0.9197324414715718,0.07500000000000001,0.0,0.331577480490524
2005,India,7.8,12.9,1.0,1660.0,20339904,31.0,12,41.7,2000,262384761.6,2.4030989123264246,Modéré,-11.899999999999999,-24.7,0.09364548494983277,0.0,0.8571428571428571,0.31692944736422995
2005,India,11.8,12.3,1.1,1324.0,1011963413,31.4,3,24.4,2000,12447149979.900002,2.552843452972802,Faible,-17.300000000000004,4.000000000000001,0.2274247491638796,0.025000000000000022,0.21428571428571427,0.15557015448319797
2005,India,34.9,7.8,3.3,1959.0,442386268,23.7,8,58.2,2000,3450612890.4,3.038457643003022,Faible,33.800000000000004,23.099999999999998,0.9999999999999999,0.575,0.5714285714285714,0.7154761904761905
2005,India,24.7,10.6,1.4,691.0,776502158,12.2,13,67.4,2000,8230922874.8,1.1509423104317826,Modéré,9.200000000000003,-10.2,0.6588628762541805,0.09999999999999998,0.9285714285714285,0.5624781016085363
2005,India,34.8,15.8,1.3,1910.0,1287584579,12.4,1,51.9,2000,20343836348.2,0.7848096298673228,Faible,-15.500000000000007,10.099999999999998,0.9966555183946487,0.07500000000000001,0.07142857142857142,0.3810280299410734
2005,India,17.4,2.0,4.2,1462.0,13350251,41.2,8,42.6,2000,26700502.0,20.599897000515,Faible,-9.299999999999997,-17.4,0.4147157190635451,0.8,0.5714285714285714,0.5953814301640389
2006,India,16.4,5.4,3.7,2452.0,30380783,31.8,11,22.6,2000,164056228.20000002,5.88887798355929,Modéré,-20.0,-1.0,0.3812709030100334,0.675,0.7857142857142857,0.6139950629081063
2007,India,22.8,9.1,1.9,1143.0,1223349324,41.0,13,18.9,2000,11132478848.4,4.505489554407084,Modéré,-3.700000000000003,6.400000000000002,0.5953177257525083,0.22499999999999998,0.9285714285714285,0.5829630514413123
2007,India,34.0,18.1,2.2,1628.0,522918956,6.8,14,43.6,2000,9464833103.6,0.3756904001710496,Modéré,24.700000000000003,11.2,0.9698996655518394,0.30000000000000004,1.0,0.7566332218506132
2007,India,31.2,7.8,1.4,2077.0,403372362,23.8,12,18.1,2000,3146304423.6,3.051278139387001,Modéré,-25.5,-2.8000000000000007,0.8762541806020067,0.09999999999999998,0.8571428571428571,0.6111323459149546
2008,India,16.3,18.7,4.8,2141.0,281361562,47.8,2,30.2,2000,5261461209.4,2.5561483656960613,Faible,12.099999999999998,-14.899999999999999,0.37792642140468224,0.95,0.14285714285714285,0.490261188087275
2009,India,23.1,7.0,2.4,2730.0,928647198,20.8,6,58.8,2000,6500530386.0,2.9714243265366767,Faible,28.599999999999998,6.800000000000001,0.6053511705685619,0.35,0.42857142857142855,0.46130753304666344
2009,India,23.4,15.8,4.6,777.0,534063088,8.3,0,53.4,2000,8438196790.400001,0.5253161232176435,Faible,-5.399999999999999,0.29999999999999716,0.6153846153846153,0.8999999999999999,0.0,0.5051282051282051
2011,India,10.3,4.5,4.8,1530.0,575572757,28.6,0,62.0,2010,2590077406.5,6.355541432130152,Faible,8.600000000000001,-13.099999999999998,0.17725752508361203,0.95,0.0,0.37575250836120394
2012,India,14.4,11.8,1.9,1390.0,1366390185,42.1,13,23.5,2010,16123404183.000002,3.5677935866156045,Modéré,-38.5,4.1,0.31438127090301005,0.22499999999999998,0.9285714285714285,0.4893175664914795
2012,India,17.7,8.3,4.9,563.0,294913021,29.3,7,60.1,2010,2447778074.3,3.530116228775628,Faible,36.6,3.299999999999999,0.4247491638795986,0.9750000000000001,0.5,0.6332497212931996
2012,India,5.4,11.7,4.4,2011.0,574018793,29.9,8,25.6,2010,6716019878.099999,2.555553371321905,Faible,-34.5,-12.299999999999999,0.013377926421404673,0.8500000000000001,0.5714285714285714,0.4782688326166587
2013,India,28.8,10.8,1.5,1404.0,867702697,48.5,0,15.7,2010,9371189127.6,4.490736582651312,Faible,-9.900000000000002,23.4,0.7959866220735786,0.125,0.0,0.3069955406911929
2013,India,14.5,18.2,2.7,1231.0,1063134918,43.0,8,37.6,2010,19349055507.6,2.362636064485679,Faible,21.900000000000002,-14.3,0.31772575250836116,0.42500000000000004,0.5714285714285714,0.4380514413123109
2014,India,21.9,4.2,4.2,2263.0,757754968,29.0,10,28.6,2010,3182570865.6,6.904745464891751,Modéré,-9.0,7.399999999999999,0.5652173913043478,0.8,0.7142857142857142,0.693167701863354
2014,India,27.5,18.5,3.0,667.0,894808615,45.4,9,10.1,2010,16553959377.5,2.4540527275390662,Faible,-18.5,5.600000000000001,0.7525083612040133,0.5,0.6428571428571428,0.6317885013537187
2015,India,14.5,1.6,4.8,1493.0,813268912,26.9,13,57.2,2010,1301230259.2,16.81239492253173,Modéré,47.1,-13.0,0.31772575250836116,0.95,0.9285714285714285,0.7320990603599299
2015,India,16.8,12.6,2.4,1189.0,970973825,47.5,9,52.5,2010,12234270195.0,3.769838277906129,Faible,-4.700000000000003,2.3000000000000007,0.3946488294314381,0.35,0.6428571428571428,0.46250199076286025
2016,India,9.5,19.9,3.8,1951.0,926054419,20.2,13,34.4,2010,18428482938.1,1.0150748667965495,Modéré,-18.1,-7.300000000000001,0.1505016722408027,0.7,0.9285714285714285,0.5930243669374103
2016,India,11.8,2.6,1.3,946.0,472080203,14.4,2,58.3,2010,1227408527.8,5.53844023676832,Faible,23.9,2.3000000000000007,0.2274247491638796,0.07500000000000001,0.14285714285714285,0.14842729734034082
2016,India,31.4,17.6,4.1,764.0,702602016,17.1,5,31.1,2010,12365795481.6,0.9715903570509336,Faible,-27.199999999999996,19.599999999999998,0.882943143812709,0.7749999999999999,0.3571428571428571,0.6716953336518553
2016,India,16.4,6.7,2.2,2436.0,1018037875,44.4,13,21.1,2010,6820853762.5,6.626855780812267,Modéré,-10.0,-15.0,0.3812709030100334,0.30000000000000004,0.9285714285714285,0.5366141105271539
2017,India,14.7,5.7,1.5,1633.0,538949949,49.9,8,17.4,2010,3072014709.3,8.754370606367358,Faible,-3.700000000000003,-1.6999999999999993,0.3244147157190635,0.125,0.5714285714285714,0.34028109571587833
2017,India,21.8,9.3,1.6,1927.0,1113231627,39.1,7,10.2,2010,10353054131.1,4.204296554519834,Faible,-7.199999999999999,7.100000000000001,0.5618729096989966,0.15000000000000002,0.5,0.4039576365663322
2017,India,12.6,1.2,3.6,2677.0,1206594322,30.3,12,58.9,2010,1447913186.3999999,25.24978958508679,Modéré,48.7,-9.200000000000001,0.25418060200668896,0.65,0.8571428571428571,0.5871078197165153
2018,India,33.8,7.9,3.1,2568.0,573634321,10.5,12,12.8,2010,4531711135.900001,1.3291122416300738,Modéré,-46.099999999999994,21.199999999999996,0.963210702341137,0.525,0.8571428571428571,0.781784519827998
2018,India,27.4,19.1,4.8,2874.0,122071965,48.6,2,55.2,2010,2331574531.5,2.544501285601421,Faible,42.400000000000006,-6.399999999999999,0.7491638795986622,0.95,0.14285714285714285,0.6140070074852683
2018,India,27.3,10.6,2.8,2358.0,322950922,33.0,12,26.3,2010,3423279773.2,3.1132046101843303,Modéré,-28.900000000000002,-0.09999999999999787,0.745819397993311,0.44999999999999996,0.8571428571428571,0.6843207517120561
2019,India,27.7,5.1,4.5,2273.0,1097734281,5.9,13,43.6,2010,5598444833.099999,1.1568604767441635,Modéré,17.3,0.3999999999999986,0.7591973244147157,0.875,0.9285714285714285,0.8542562509953814
2019,India,21.2,3.8,2.3,1389.0,1333758926,26.8,8,37.4,2010,5068283918.8,7.0526130194394225,Faible,-6.200000000000003,-6.5,0.5418060200668896,0.32499999999999996,0.5714285714285714,0.479411530498487
2019,India,16.3,9.6,3.3,822.0,296295792,9.8,12,64.9,2010,2844439603.2,1.0208322699663857,Modéré,27.500000000000007,-4.899999999999999,0.37792642140468224,0.575,0.8571428571428571,0.6033564261825131
2019,India,13.1,11.9,3.2,2261.0,556011992,42.9,8,33.1,2010,6616542704.8,3.6050389873621955,Faible,-31.800000000000004,-3.200000000000001,0.2709030100334448,0.55,0.5714285714285714,0.4641105271540054
2019,India,23.6,8.0,1.2,1365.0,1358019778,10.0,8,20.2,2010,10864158224.0,1.2499984375019533,Faible,-12.900000000000002,10.500000000000002,0.6220735785953178,0.04999999999999999,0.5714285714285714,0.41450071667462973
2020,India,9.6,5.7,1.2,795.0,988849880,11.1,8,44.9,2020,5636444316.0,1.9473650046227988,Faible,24.7,-14.000000000000002,0.1538461538461538,0.04999999999999999,0.5714285714285714,0.2584249084249084
2021,India,29.0,18.8,2.2,584.0,1218629667,27.9,8,60.5,2020,22910237739.600002,1.4840417638075722,Faible,15.600000000000001,19.4,0.8026755852842808,0.30000000000000004,0.5714285714285714,0.5580347189042841
2021,India,7.7,8.7,3.1,544.0,479208779,27.3,8,36.7,2020,4169116377.2999997,3.1379274276696236,Faible,-23.799999999999997,-21.3,0.0903010033444816,0.525,0.5714285714285714,0.395576524924351
2021,India,14.0,13.7,2.1,2540.0,140110299,11.8,3,43.9,2020,1919511096.3,0.8613132399173432,Faible,7.199999999999996,6.3,0.3010033444816053,0.275,0.21428571428571427,0.2634296862557732
2021,India,31.4,16.6,2.1,1602.0,1242658359,28.3,10,60.6,2020,20628128759.4,1.7048182501094877,Modéré,16.700000000000003,17.4,0.882943143812709,0.275,0.7142857142857142,0.6240762860328077
2021,India,5.3,7.6,2.0,2910.0,62104574,23.5,7,56.6,2020,471994762.4,3.092101194603692,Faible,-4.0,-26.099999999999998,0.010033444816053505,0.25,0.5,0.25334448160535117
2022,India,11.7,11.1,1.2,2010.0,807462613,9.4,8,50.2,2020,8962835004.3,0.846846083922447,Faible,-6.399999999999999,6.3999999999999995,0.2240802675585284,0.04999999999999999,0.5714285714285714,0.2818362796623666
2022,India,23.6,8.1,2.4,1169.0,1314459009,31.2,1,18.0,2020,10647117972.9,3.8518470964850664,Faible,-32.2,11.900000000000002,0.6220735785953178,0.35,0.07142857142857142,0.3478340500079631
2022,India,14.6,18.3,4.1,1857.0,938604707,45.6,7,51.1,2020,17176466138.1,2.4918019170481327,Faible,33.1,-9.000000000000002,0.3210702341137123,0.7749999999999999,0.5,0.5320234113712374
2023,India,31.0,17.6,2.0,2444.0,365927452,25.1,8,20.6,2020,6440323155.200001,1.4261355533320719,Faible,-30.5,16.4,0.8695652173913043,0.25,0.5714285714285714,0.5636645962732919
2023,India,22.8,17.7,1.4,1679.0,707948505,40.0,9,55.2,2020,12530688538.5,2.2598857288781193,Faible,34.6,-8.2,0.5953177257525083,0.09999999999999998,0.6428571428571428,0.44605828953655036
2000,Indonesia,10.8,13.1,4.8,2133.0,947854491,48.9,9,48.4,2000,12416893832.1,3.7328215779987954,Faible,,,0.19397993311036787,0.95,0.6428571428571428,0.595612358655837
2000,Indonesia,29.7,7.2,1.1,1962.0,811864189,5.2,8,53.3,2000,5845422160.8,0.7222212191371957,Faible,4.899999999999999,18.9,0.826086956521739,0.025000000000000022,0.5714285714285714,0.4741718426501034
2000,Indonesia,31.1,11.9,3.3,2112.0,275452460,12.0,2,37.7,2000,3277884274.0,1.0084025139474673,Faible,-15.599999999999994,1.4000000000000021,0.8729096989966555,0.575,0.14285714285714285,0.5302556139512661
2000,Indonesia,20.0,18.7,5.0,875.0,938024200,23.0,0,33.5,2000,17541052540.0,1.229945866339109,Faible,-4.200000000000003,-11.100000000000001,0.5016722408026756,1.0,0.0,0.5005574136008919
2000,Indonesia,16.6,14.9,3.7,1990.0,381441078,37.6,7,41.7,2000,5683472062.2,2.5234882392696383,Faible,8.200000000000003,-3.3999999999999986,0.38795986622073586,0.675,0.5,0.5209866220735786
2000,Indonesia,26.7,19.8,1.8,1807.0,540634691,27.9,11,34.5,2000,10704566881.800001,1.4090901974291932,Modéré,-7.200000000000003,10.099999999999998,0.725752508361204,0.2,0.7857142857142857,0.5704889313584965
2000,Indonesia,30.2,12.0,3.0,1591.0,629396369,32.2,9,22.8,2000,7552756428.0,2.683331097224086,Faible,-11.7,3.5,0.842809364548495,0.5,0.6428571428571428,0.6618888358018792
2001,Indonesia,9.6,8.9,4.5,2412.0,300442653,29.1,8,53.9,2000,2673939611.7000003,3.2696592475738795,Faible,31.099999999999998,-20.6,0.1538461538461538,0.875,0.5714285714285714,0.5334249084249084
2001,Indonesia,15.0,18.2,1.1,1925.0,389949929,23.1,14,69.4,2000,7097088707.8,1.269230071851609,Modéré,15.500000000000007,5.4,0.33444816053511706,0.025000000000000022,1.0,0.4531493868450391
2001,Indonesia,31.5,7.0,4.5,1219.0,440187461,18.9,11,52.5,2000,3081312227.0,2.699996142862653,Modéré,-16.900000000000006,16.5,0.8862876254180602,0.875,0.7857142857142857,0.8490006370441153
2002,Indonesia,20.1,12.2,1.7,1624.0,639588420,35.8,1,28.5,2000,7802978724.0,2.934423824242767,Faible,-24.0,-11.399999999999999,0.5050167224080268,0.175,0.07142857142857142,0.25048176461219934
2002,Indonesia,5.5,11.9,4.6,1605.0,10978954,18.3,5,31.0,2000,130649552.60000001,1.5378138337698877,Faible,2.5,-14.600000000000001,0.01672240802675584,0.8999999999999999,0.3571428571428571,0.4246217550565376
2002,Indonesia,34.4,7.0,2.0,567.0,168531317,9.0,0,53.0,2000,1179719219.0,1.2857124489822158,Faible,22.0,28.9,0.983277591973244,0.25,0.0,0.411092530657748
2002,Indonesia,17.2,9.1,3.8,904.0,462496639,44.2,8,69.6,2000,4208719414.8999996,4.8571375196291005,Faible,16.599999999999994,-17.2,0.40802675585284276,0.7,0.5714285714285714,0.5598184424271381
2003,Indonesia,10.2,17.4,1.7,1989.0,1129377860,40.2,5,65.8,2000,19651174764.0,2.310343499802587,Faible,-3.799999999999997,-7.0,0.1739130434782608,0.175,0.3571428571428571,0.23535196687370596
2003,Indonesia,15.2,14.6,2.3,2216.0,411423216,45.8,7,38.8,2000,6006778953.599999,3.13698415275058,Faible,-27.0,5.0,0.3411371237458194,0.32499999999999996,0.5,0.3887123745819398
2004,Indonesia,24.0,9.6,2.9,2010.0,841932971,18.9,11,51.6,2000,8082556521.599999,1.9687479492208861,Modéré,12.800000000000004,8.8,0.6354515050167223,0.475,0.7857142857142857,0.6320552635770027
2004,Indonesia,5.7,16.6,3.4,2331.0,113072938,27.5,2,58.0,2000,1877010770.8000002,1.6566255080569228,Faible,6.399999999999999,-18.3,0.02341137123745818,0.6,0.14285714285714285,0.2554228380315337
2004,Indonesia,16.3,12.5,1.4,2758.0,802398351,36.4,12,55.8,2000,10029979387.5,2.9119976704018637,Modéré,-2.200000000000003,10.600000000000001,0.37792642140468224,0.09999999999999998,0.8571428571428571,0.4450230928491798
2004,Indonesia,13.0,5.3,1.5,2817.0,1219902888,17.3,3,44.0,2000,6465485306.4,3.2641447846324825,Faible,-11.799999999999997,-3.3000000000000007,0.26755852842809363,0.125,0.21428571428571427,0.20228141423793597
2004,Indonesia,12.0,15.0,3.7,921.0,342865321,24.3,14,47.0,2000,5142979815.0,1.61999892000072,Modéré,3.0,-1.0,0.2341137123745819,0.675,1.0,0.636371237458194
2005,Indonesia,7.8,0.6,2.3,654.0,673431694,10.9,14,56.3,2000,404059016.4,18.166363893935102,Modéré,9.299999999999997,-4.2,0.09364548494983277,0.32499999999999996,1.0,0.4728818283166109
2005,Indonesia,29.8,6.3,4.3,518.0,431162461,19.1,3,17.6,2000,2716323504.2999997,3.0317412194583824,Faible,-38.699999999999996,22.0,0.8294314381270903,0.825,0.21428571428571427,0.6229057174709348
2006,Indonesia,12.1,8.3,4.0,2225.0,666108195,40.6,14,67.5,2000,5528698018.5,4.89156037161401,Modéré,49.9,-17.700000000000003,0.23745819397993306,0.75,1.0,0.6624860646599777
2006,Indonesia,22.8,17.3,4.9,1944.0,875175631,26.8,2,34.3,2000,15140538416.300001,1.549132052524825,Faible,-33.2,10.700000000000001,0.5953177257525083,0.9750000000000001,0.14285714285714285,0.5710582895365505
2006,Indonesia,26.5,2.3,1.8,943.0,1179906692,35.2,12,58.5,2000,2713785391.6,15.304281285733543,Modéré,24.200000000000003,3.6999999999999993,0.7190635451505016,0.2,0.8571428571428571,0.5920688007644529
2006,Indonesia,21.4,7.4,1.4,2483.0,454764789,29.2,10,12.2,2000,3365259438.6000004,3.9459406135937654,Modéré,-46.3,-5.100000000000001,0.5484949832775919,0.09999999999999998,0.7142857142857142,0.45426023252110204
2007,Indonesia,33.5,17.0,2.8,1429.0,278626073,26.9,12,36.6,2000,4736643241.0,1.5823520103811703,Modéré,24.400000000000002,12.100000000000001,0.9531772575250835,0.44999999999999996,0.8571428571428571,0.7534400382226468
2007,Indonesia,30.4,8.5,2.7,2937.0,1144952571,16.2,1,60.0,2000,9732096853.5,1.9058801107292815,Faible,23.4,-3.1000000000000014,0.8494983277591973,0.42500000000000004,0.07142857142857142,0.4486422997292563
2007,Indonesia,6.8,17.4,1.5,2681.0,1264503560,7.4,0,30.4,2000,22002361944.0,0.42528711190395874,Faible,-29.6,-23.599999999999998,0.06020066889632106,0.125,0.0,0.06173355629877369
2007,Indonesia,16.6,6.5,3.8,740.0,914386174,8.6,9,26.1,2000,5943510131.0,1.3230748875770961,Faible,-4.299999999999997,9.8,0.38795986622073586,0.7,0.6428571428571428,0.5769390030259595
